trace_id,condition,split,stage,episode,requested_Unity_seed,action_sampler_seed,policy_initialization_seed,decisions,valid_pairs,q_min,q_median,q_max,q_mean,pairs_with_any_clipping,task_events,raw_final_score,terminated,truncated,end_reason,pair_sequence_sha256,config_sha256,source_sha256
P1-TASK/attempt-01/train/episode-61,TASK,training,train,61,2101,,1101,600,39,0.21573237481627508,0.3732484440633012,0.5743627107274569,0.37277023167852735,0,1.0,1.0,False,True,wrapper_decision_limit,78bf6ad4a0ff29cd2e210b3d21a905eec7db759aef02a91baa98aa28b2530857,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/train/episode-62,TASK,training,train,62,2101,,1101,600,39,0.08567275676018873,0.402138691909126,0.6205438601832312,0.40664442211296653,2,0.0,0.0,False,True,wrapper_decision_limit,0b29334ab62a7a1c4f5619dae419c47d3508c461d1d3594746382e4aed8f531f,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/train/episode-63,TASK,training,train,63,2101,,1101,600,39,0.0853430568992469,0.3637319404376985,0.579945831725046,0.35508369762033315,0,0.0,0.0,False,True,wrapper_decision_limit,fe2af40ec44173d428c8b8ff6c32089b5335071dd386e3b5769daf04c135737a,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/train/episode-64,TASK,training,train,64,2101,,1101,600,39,0.3476079672232673,0.4626523778656521,0.7035077763471981,0.4654095386802067,0,0.0,0.0,False,True,wrapper_decision_limit,91e9aad98cd5573233a7b865b47dac71095750a286686644196179b7b2bc2c77,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/train/episode-65,TASK,training,train,65,2101,,1101,600,39,0.10042934516184387,0.3627523274329598,0.6958013027194891,0.3631909980898704,3,0.0,0.0,False,True,wrapper_decision_limit,272e525d7d797ad74961d095609f7da7e4beee87ea06536b6332b273fd15c52c,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/train/episode-66,TASK,training,train,66,2101,,1101,600,39,0.11541544014381973,0.39279797902135904,0.6864606859100887,0.37724032435849236,0,0.0,0.0,False,True,wrapper_decision_limit,73343e546fb5cffcca3eada8ee3063c58e09e2693bf13d2d4165056a446493d0,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/train/episode-67,TASK,training,train,67,2101,,1101,600,39,0.05743849688655258,0.3370957462414605,0.6289506064914184,0.3292223975177219,1,0.0,0.0,False,True,wrapper_decision_limit,d0af726ab53f5b83a4de13a0d13158ed756cfd0417dd8ef50d9828e0ed09feea,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/train/episode-68,TASK,training,train,68,2101,,1101,600,39,0.07210387878207891,0.3495460569039154,0.6405693365869518,0.34016210857877727,2,0.0,0.0,False,True,wrapper_decision_limit,5691a76dc028cede94dd19b069c5501a920978f9d49fbb886d8cc54d68a124b3,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/train/episode-69,TASK,training,train,69,2101,,1101,600,39,0.06807935633220144,0.3510701869087594,0.665766390001534,0.35652226655472774,3,0.0,0.0,False,True,wrapper_decision_limit,6535afba06310ad1f04f344f0af474ed70c8e4aade054b7b689d6b4e5d17b82c,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/train/episode-70,TASK,training,train,70,2101,,1101,600,39,0.08022506214855163,0.375626872687753,0.5920106172804578,0.3598304562982836,2,0.0,0.0,False,True,wrapper_decision_limit,b0ff7a2b25ca02f9eb77d9c8b2f31b2ec05a33397084e7f9b0dfa42a09e85928,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/train/episode-71,TASK,training,train,71,2101,,1101,600,39,0.08330890535682042,0.3744718244532875,0.5338131610627358,0.35681849886370925,0,0.0,0.0,False,True,wrapper_decision_limit,f757787a8b3d0535143031f69420ceb7d174997e89d7ee9c6e5fafa75bcec92b,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/train/episode-72,TASK,training,train,72,2101,,1101,600,39,0.05821468275834638,0.4180848392263143,0.5899108779113422,0.38219848765017067,5,0.0,0.0,False,True,wrapper_decision_limit,b41f22ff0c42a52debe538d5b4ca6a1475993b1f7ee0239a62c2b3b096ca428d,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/train/episode-73,TASK,training,train,73,2101,,1101,600,39,0.05392802512979522,0.3743175556966104,0.6470690312663787,0.3563881394103247,6,0.0,0.0,False,True,wrapper_decision_limit,c88d4b209f13b8ad1c0475def19f23a8bdd8fd835344e690bcc762859e332045,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/train/episode-74,TASK,training,train,74,2101,,1101,600,39,0.08435709383347134,0.3705764381410905,0.5636096779878494,0.35894525806434313,0,0.0,0.0,False,True,wrapper_decision_limit,d01ed94a27bda5c8d1b70bf4c39fccb6adcbd398eec02f565c519d74392e5d8b,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/train/episode-75,TASK,training,train,75,2101,,1101,600,39,0.07388247060509119,0.40868364198062723,0.6782423032191188,0.382853015655029,6,0.0,0.0,False,True,wrapper_decision_limit,54b5a118a49d6ccc103ef282acbecf218e7096a46025559814cafe62300ebad8,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/train/episode-76,TASK,training,train,76,2101,,1101,600,39,0.07807562803242687,0.3919692072652653,0.5459280181310482,0.3772536803527397,0,0.0,0.0,False,True,wrapper_decision_limit,800d9edcadb2aa27c308228987620b2d5ffee7ec9e7e1f42c52c3aedadf6aeab,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/train/episode-77,TASK,training,train,77,2101,,1101,600,39,0.06405983951026803,0.37226477521393414,0.6007231803546328,0.37075252268371106,2,0.0,0.0,False,True,wrapper_decision_limit,b9cc269626e026bf855d4bb63185276e27a7e2c134fa6a37fcede037bc2668bb,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/train/episode-78,TASK,training,train,78,2101,,1101,600,39,0.09897932068691118,0.3520632790222086,0.6227221621902779,0.3569917459442711,0,0.0,0.0,False,True,wrapper_decision_limit,bb97cc31a47bb3f29dd7fc842f4c0fd0f23d3ce71e791b19864e4a7feef28caf,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/train/episode-79,TASK,training,train,79,2101,,1101,600,39,0.08936644224260452,0.35590849868276603,0.5866118483677479,0.349763892323768,0,0.0,0.0,False,True,wrapper_decision_limit,3ccec9f0cd2767718326da751ef78440969469d8c5b8dba04c35f28553ca43f6,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/train/episode-80,TASK,training,train,80,2101,,1101,600,39,0.06507292803793858,0.40336403673747956,0.675455158956083,0.384457108798641,4,0.0,0.0,False,True,wrapper_decision_limit,f2b6e749675b334145e2f8c1fd1fe071870e0f74ed3b6c0a15ad977613bc797c,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/train/episode-81,TASK,training,train,81,2101,,1101,600,39,0.29786017223688227,0.36485317975615583,0.5716466794828825,0.3917368818791795,0,1.0,1.0,False,True,wrapper_decision_limit,2374482031e8bc3b002fa3fbf3ab1d9369ea7ed3096877e00600564dab2a82d9,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/train/episode-82,TASK,training,train,82,2101,,1101,600,39,0.09800445335324981,0.3561014822804293,0.5212523401957496,0.3447166711095109,2,0.0,0.0,False,True,wrapper_decision_limit,9024adc9e8101820efb404c52cf5b5939a5518ac311eec7faa4656c2e976b6d0,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/train/episode-83,TASK,training,train,83,2101,,1101,600,39,0.07191079289058203,0.3555076107349745,0.5958277024773679,0.34133005773948416,5,0.0,0.0,False,True,wrapper_decision_limit,805ad6f2cae1dbd32b0faf4efc0d8298f40313a6a685ddf655cba67fdd606cdd,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/train/episode-84,TASK,training,train,84,2101,,1101,600,39,0.2906840567129579,0.42074643374850734,0.6385948595266484,0.42074367611491525,0,1.0,1.0,False,True,wrapper_decision_limit,67296bd5afca6bbebd5b98c6e712e251183c2371830b001d31d649ed75462b28,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/train/episode-85,TASK,training,train,85,2101,,1101,600,39,0.22365539571425544,0.3570391589614489,0.5477520918686078,0.3609292324662455,0,1.0,1.0,False,True,wrapper_decision_limit,b88738981ec0b17afbe3347488b2e4dbcd5daca5d180f3a2c91ab7751458ba43,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/train/episode-86,TASK,training,train,86,2101,,1101,200,12,0.2902206845378024,0.39889132333855815,0.5630421491432525,0.4147618201608574,0,0.0,0.0,False,False,collection_budget_fragment,848fc632bda2b9714540871a1a86c90a18d96f8d122c169372c400d4069e7e0d,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f8e1a8ced739f52a900d8e579e96becdb45b986f1789d0666f5aa1a3362a919d
P1-TASK/attempt-01/evaluate-3001/episode-1,TASK,evaluation,evaluate-3001,1,3001,,1101,600,39,0.02890050681285239,0.24884027711837806,0.7013393475352717,0.2771210379538286,6,0.0,0.0,False,True,wrapper_decision_limit,937cc69279fbb63b50cd7c59b7966a6eeeef698d5ced442908864e27f0493a31,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,01441e8be5dd3b7aad0ab471a104e44a0f09e1d899277f95f95eefd859f09704
P1-TASK/attempt-01/evaluate-3002/episode-1,TASK,evaluation,evaluate-3002,1,3002,,1101,600,39,0.02890050681285239,0.24884027711837806,0.7013393475352717,0.2771210379538286,6,0.0,0.0,False,True,wrapper_decision_limit,937cc69279fbb63b50cd7c59b7966a6eeeef698d5ced442908864e27f0493a31,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,50451d490cb8a871375b4215cfe803eac8c7450c789f8554b38234ae4b60c629
P1-TASK/attempt-01/evaluate-3003/episode-1,TASK,evaluation,evaluate-3003,1,3003,,1101,600,39,0.02890050681285239,0.24884027711837806,0.7013393475352717,0.2771210379538286,6,0.0,0.0,False,True,wrapper_decision_limit,937cc69279fbb63b50cd7c59b7966a6eeeef698d5ced442908864e27f0493a31,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,9482d0af7e371fcc0d7db979cdae5ad1a5d56e7a5938758e0ea1c42981fde67b
P1-TASK/attempt-01/evaluate-3004/episode-1,TASK,evaluation,evaluate-3004,1,3004,,1101,600,39,0.02890050681285239,0.24884027711837806,0.7013393475352717,0.2771210379538286,6,0.0,0.0,False,True,wrapper_decision_limit,937cc69279fbb63b50cd7c59b7966a6eeeef698d5ced442908864e27f0493a31,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,f932a45c90de05701a9addf938a1fcb4dc4851aa5fa627441fd3fc53db3e5bfd
P1-TASK/attempt-01/evaluate-3005/episode-1,TASK,evaluation,evaluate-3005,1,3005,,1101,600,39,0.02890050681285239,0.24884027711837806,0.7013393475352717,0.2771210379538286,6,0.0,0.0,False,True,wrapper_decision_limit,937cc69279fbb63b50cd7c59b7966a6eeeef698d5ced442908864e27f0493a31,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,d0f7f7232996954e2e7ca82d502efab0591487339acbe368fd4e4e2dc920132c
P1-TASK/attempt-01/evaluate-3006/episode-1,TASK,evaluation,evaluate-3006,1,3006,,1101,600,39,0.02890050681285239,0.24884027711837806,0.7013393475352717,0.2771210379538286,6,0.0,0.0,False,True,wrapper_decision_limit,937cc69279fbb63b50cd7c59b7966a6eeeef698d5ced442908864e27f0493a31,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,e219cf20ddbc31cdb1bedebd0547e9c6bb01c69f719d7909e476a56615d10edf
P1-TASK/attempt-01/evaluate-3007/episode-1,TASK,evaluation,evaluate-3007,1,3007,,1101,600,39,0.02890050681285239,0.24884027711837806,0.7013393475352717,0.2771210379538286,6,0.0,0.0,False,True,wrapper_decision_limit,937cc69279fbb63b50cd7c59b7966a6eeeef698d5ced442908864e27f0493a31,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,d226ef9c5e3dfae1d715e5592b0be94afdbf1509c55f612a8c81ef91c23ee69c
P1-TASK/attempt-01/evaluate-3008/episode-1,TASK,evaluation,evaluate-3008,1,3008,,1101,600,39,0.02890050681285239,0.24884027711837806,0.7013393475352717,0.2771210379538286,6,0.0,0.0,False,True,wrapper_decision_limit,937cc69279fbb63b50cd7c59b7966a6eeeef698d5ced442908864e27f0493a31,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,1603c5329db9ad5c902a5ae6a8608e92f701ef60ea2b0cf6669ca99fd746cc7e
P1-TASK/attempt-01/evaluate-3009/episode-1,TASK,evaluation,evaluate-3009,1,3009,,1101,600,39,0.02890050681285239,0.24884027711837806,0.7013393475352717,0.2771210379538286,6,0.0,0.0,False,True,wrapper_decision_limit,937cc69279fbb63b50cd7c59b7966a6eeeef698d5ced442908864e27f0493a31,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,a0c1cda536439c8f695377c1354037673070e22cdac75cf2e512df88ae222c0c
P1-TASK/attempt-01/evaluate-3010/episode-1,TASK,evaluation,evaluate-3010,1,3010,,1101,600,39,0.02890050681285239,0.24884027711837806,0.7013393475352717,0.2771210379538286,6,0.0,0.0,False,True,wrapper_decision_limit,937cc69279fbb63b50cd7c59b7966a6eeeef698d5ced442908864e27f0493a31,a6014b95bf989af9bbacd663fa7df196e1bbc243774c185eb45a61d74199699d,fc8db13411b06ccb540db2f52ad283a6eeff51c745c1dd0e00d5a0d074f36bab
P1-MAX/attempt-01/train/episode-1,MAX,training,train,1,2102,,1102,600,39,0.2086914255162534,0.4518374472880621,0.6713853325801507,0.4322811294477864,0,1.0,1.0,False,True,wrapper_decision_limit,183dc8c54ef44a67fd4576b79abb8a62a763f2c3df04cb0bb3d48116a3f19774,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-2,MAX,training,train,2,2102,,1102,600,39,0.08987156963163519,0.3787465021637114,0.6029042079301371,0.38202340479628494,0,0.0,0.0,False,True,wrapper_decision_limit,71018ad223d953150b906aca12da5aa08fc09acf8ee892bb1a6a329077295b25,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-3,MAX,training,train,3,2102,,1102,600,39,0.08460331285384577,0.4399998608978163,0.6933161779276834,0.4338031195657369,1,0.0,0.0,False,True,wrapper_decision_limit,16a1f4f8f512ac32af1a6f18c270d4ceaa49a980958df633f23fd2223800aa4c,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-4,MAX,training,train,4,2102,,1102,600,39,0.12383572469931665,0.40755025369477627,0.6456645202064826,0.3835714825712293,0,0.0,0.0,False,True,wrapper_decision_limit,7747c5dcdb8c8d4640055567729a188a6c10ff0add95e6343ed20c62e599529a,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-5,MAX,training,train,5,2102,,1102,600,39,0.12839190790084215,0.41703205285356015,0.7964611049764667,0.43155815937806863,6,0.0,0.0,False,True,wrapper_decision_limit,61f4f13427cfd514c089dae0411e10d3e47a35b7819e145eb4d5d9ac07ccc086,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-6,MAX,training,train,6,2102,,1102,600,39,0.09380861698662646,0.34026861231982164,0.5506257528368927,0.3415886778273105,11,0.0,0.0,False,True,wrapper_decision_limit,e1da57be7e4bed469defa10cebb2bef90fa30b8c04ab4e564c0bd566eeec8c13,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-7,MAX,training,train,7,2102,,1102,600,39,0.10050781654995881,0.3868115421355067,0.5954972840598826,0.37290111439420076,0,0.0,0.0,False,True,wrapper_decision_limit,086073a4bdd0b5541a082fb23c898da00fc9ff62797f5f9d31ca29fddff091cc,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-8,MAX,training,train,8,2102,,1102,600,39,0.07938683797289847,0.38946306812806775,0.5732963664454195,0.38317491525701025,0,0.0,0.0,False,True,wrapper_decision_limit,20bad72733190bfc5c397b50ab7c50c572e5b968faf0fdda74bebabe17242658,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-9,MAX,training,train,9,2102,,1102,600,39,0.11023006882976319,0.4282988108698129,0.769595938437996,0.42752974391390036,0,0.0,0.0,False,True,wrapper_decision_limit,e3a7f4162d02cfff4d15327bfc04bb654e320cb6222d95f3ce7566115a132a2c,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-10,MAX,training,train,10,2102,,1102,600,39,0.08312320133352442,0.4113448041390836,0.6592838214125789,0.4153445715332643,1,0.0,0.0,False,True,wrapper_decision_limit,ad4f48acdd617527359e0812a25222cd3a356a6677a445cfc6c1d492dbbd3c3e,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-11,MAX,training,train,11,2102,,1102,600,39,0.11565886069106587,0.4230039318741716,0.5890296629560936,0.41270266511252235,2,0.0,0.0,False,True,wrapper_decision_limit,23edba68f5092d834205a576aeb7ea8b620c28c8acdaab13f9ab7217e70fd16b,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-12,MAX,training,train,12,2102,,1102,600,39,0.0965615461308535,0.441828631470761,0.6391785504469869,0.4163959796802894,1,0.0,0.0,False,True,wrapper_decision_limit,f00677409e2f7bd09af041efb20d9d4cfa6143952c3f49175469ea696be0f575,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-13,MAX,training,train,13,2102,,1102,600,39,0.12395156573474655,0.43648074320699315,0.7123669157675259,0.439487615338426,0,0.0,0.0,False,True,wrapper_decision_limit,ae1f876baae69bd963d7ad8ff14cfce7aac6237cc830ff393d581abe91fa5a9c,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-14,MAX,training,train,14,2102,,1102,600,39,0.16797061053671283,0.4020769987299252,0.660337697064976,0.39051701489468255,0,0.0,0.0,False,True,wrapper_decision_limit,510be1f1cf2c65433b5f2ab4dd4a2bf6d2cde61e02e7e6c60fbc434b875ea561,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-15,MAX,training,train,15,2102,,1102,600,39,0.06735512469855272,0.3915863946294988,0.6561711317011695,0.37070171713483546,6,0.0,0.0,False,True,wrapper_decision_limit,7bced93b41a30a2672c3da2c604c47b94622edf6a17acfda5f5118b7c0ebc025,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-16,MAX,training,train,16,2102,,1102,600,39,0.08229040410205143,0.44139931776777874,0.5964338807490408,0.42430194153967193,0,0.0,0.0,False,True,wrapper_decision_limit,2d62155bf0db282910fc1b5193e2e434127087619f8f585ce0b0a291c8b743c3,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-17,MAX,training,train,17,2102,,1102,600,39,0.1186267461419624,0.385839143760257,0.5669031856664082,0.36877344184886446,0,0.0,0.0,False,True,wrapper_decision_limit,e464d1b8bd334c2c88e1b0232822eb11d65062055b6889bfed5ea6e32ecc73df,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-18,MAX,training,train,18,2102,,1102,600,39,0.14168458558548644,0.38192656382911083,0.518348812572986,0.37530063773115446,0,0.0,0.0,False,True,wrapper_decision_limit,809ad0bdd956f538137dc6e449adab3b35f7a0b575627f2714fea08e27309b3f,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-19,MAX,training,train,19,2102,,1102,600,39,0.12183064498297427,0.43444001965788565,0.6114868297795608,0.4352107419517236,0,0.0,0.0,False,True,wrapper_decision_limit,ec33666262f9631166dfeb5f29fdc0d373affe0c0cfcbaa537850d59c5bc81d9,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-20,MAX,training,train,20,2102,,1102,600,39,0.14742806592753527,0.41009445504706016,0.5943571520647953,0.4070012744092376,0,0.0,0.0,False,True,wrapper_decision_limit,aa5242ef5e04d41ed323b5aaf5a5ed634af0ea857502d19a5ff18f4fbdea31f3,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-21,MAX,training,train,21,2102,,1102,600,39,0.2523839469820879,0.4104621980804075,0.7081336067565942,0.4219270642951787,0,1.0,1.0,False,True,wrapper_decision_limit,747da86dd5d890cc8fa5ccefaad333e0260875eb9c2727e55c84eacba4ce994c,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-22,MAX,training,train,22,2102,,1102,600,39,0.07943548826996313,0.42724054336535067,0.5816935025156434,0.4034807924212189,2,0.0,0.0,False,True,wrapper_decision_limit,428e76d353d084680d795d4d0050960305c8ffbc66240446dfb442719e18b72f,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-23,MAX,training,train,23,2102,,1102,600,39,0.09524345345637653,0.38612126582730755,0.5422285246011791,0.3680558082713281,0,0.0,0.0,False,True,wrapper_decision_limit,c3b0f7b6dea0df9f05cb8dd515a7e1061a47a7febd58a52c4cc4e253491ff345,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
P1-MAX/attempt-01/train/episode-24,MAX,training,train,24,2102,,1102,600,39,0.11128391976449907,0.39849001714888227,0.6275680456217747,0.39261165495942035,0,0.0,0.0,False,True,wrapper_decision_limit,6a4c156061d2444191dc3f15f36db54d46ea36075fbce90b0140bd09b964bc71,e2ce615e6bef05fd2f73831af4c160cd5fc9db972849ae87fb67bd410bfb27c3,258af851123eb464eff2c7451ca712cac226df30b1032675e0320a2a5861be33
